"Values from columns 4, ..., 4+p-1 are optimized gamma_1, ...,  gamma_p. Values from column 4+p, ..., 4+2p-1 are optimized beta_1, ..., beta_p.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
q,p,optimal nu^q_p,params,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1,0.3033,0.5,0.3927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,0.4075,0.3817,0.6655,0.496,0.269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,3,0.4726,0.3297,0.5688,0.6406,0.55,0.3675,0.2109,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,4,0.5157,0.295,0.5144,0.5586,0.6429,0.571,0.4176,0.3028,0.1729,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,0.5476,0.2705,0.4804,0.5074,0.5646,0.6397,0.5899,0.4492,0.3559,0.2643,0.1486,,,,,,,,,,,,,,,,,,,,,,,,
2,6,0.5721,0.2528,0.4531,0.475,0.5146,0.565,0.6392,0.6004,0.467,0.388,0.3176,0.2325,0.1291,,,,,,,,,,,,,,,,,,,,,,
2,7,0.5915,0.2383,0.4327,0.4516,0.483,0.5147,0.5686,0.6393,0.6085,0.4809,0.409,0.3534,0.2857,0.208,0.1146,,,,,,,,,,,,,,,,,,,,
2,8,0.6073,0.2268,0.4162,0.4332,0.4608,0.4818,0.5179,0.5717,0.6393,0.6151,0.4906,0.4244,0.378,0.3224,0.2606,0.1884,0.103,,,,,,,,,,,,,,,,,,
2,9,0.6203,0.2172,0.402,0.4187,0.4438,0.4592,0.4837,0.5212,0.5754,0.6398,0.6196,0.4973,0.4353,0.3956,0.3481,0.2973,0.239,0.1717,0.0934,,,,,,,,,,,,,,,,
2,10,0.6314,0.2089,0.3902,0.4066,0.4305,0.4423,0.4604,0.4858,0.5256,0.5789,0.6402,0.6235,0.5029,0.4437,0.4092,0.3673,0.3246,0.2758,0.2208,0.1578,0.0855,,,,,,,,,,,,,,
2,11,0.6408,0.2019,0.3799,0.3963,0.4196,0.4291,0.4431,0.4611,0.4895,0.5299,0.582,0.6405,0.6268,0.507,0.4502,0.4196,0.3822,0.3451,0.3036,0.2571,0.2051,0.1459,0.0788,,,,,,,,,,,,
2,12,0.649,0.1958,0.3707,0.3875,0.4103,0.4185,0.4297,0.443,0.4639,0.4933,0.5343,0.5851,0.641,0.6293,0.5102,0.4553,0.4275,0.3937,0.3612,0.3248,0.2849,0.2406,0.1913,0.1356,0.0731,,,,,,,,,,
2,13,0.6561,0.1903,0.3627,0.3797,0.4024,0.4096,0.4191,0.429,0.445,0.4668,0.4975,0.5385,0.5878,0.6414,0.6315,0.513,0.4594,0.434,0.4028,0.374,0.3417,0.3068,0.2684,0.226,0.1792,0.1266,0.0681,,,,,,,,
2,14,0.6623,0.1855,0.3555,0.3728,0.3955,0.402,0.4103,0.4179,0.4304,0.4471,0.4703,0.5017,0.5425,0.5902,0.6418,0.6333,0.5151,0.4627,0.4392,0.4103,0.3843,0.3554,0.3243,0.2906,0.2535,0.2131,0.1685,0.1188,0.0638,,,,,,
2,15,0.6679,0.1811,0.3489,0.3667,0.3893,0.3954,0.4028,0.4088,0.4189,0.4318,0.4501,0.474,0.5058,0.5462,0.5924,0.6421,0.6349,0.5169,0.4655,0.4434,0.4163,0.3927,0.3664,0.3386,0.3086,0.2758,0.2402,0.2015,0.1589,0.1118,0.06,,,,
2,16,0.6729,0.1771,0.343,0.3612,0.3838,0.3896,0.3964,0.4011,0.4095,0.4197,0.4343,0.4532,0.4778,0.5099,0.5497,0.5944,0.6425,0.6363,0.5184,0.4678,0.4469,0.4213,0.3996,0.3756,0.3505,0.3234,0.294,0.2624,0.2281,0.191,0.1504,0.1056,0.0566,,
2,17,0.6773,0.1735,0.3376,0.3562,0.3789,0.3844,0.3907,0.3946,0.4016,0.4099,0.4217,0.437,0.4565,0.4816,0.5138,0.553,0.5962,0.6429,0.6375,0.5197,0.4697,0.4499,0.4255,0.4054,0.3832,0.3603,0.3358,0.3092,0.2807,0.2501,0.2171,0.1816,0.1426,0.1001,0.0536
3,1,0.2706,0.5268,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2,0.3718,0.401,0.6465,0.3452,0.2069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,0.4352,0.3437,0.5536,0.6191,0.3677,0.2655,0.1679,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,4,0.4792,0.3085,0.5012,0.5423,0.6064,0.3749,0.2892,0.2303,0.1426,,,,,,,,,,,,,,,,,,,,,,,,,,
3,5,0.5124,0.2838,0.4683,0.4955,0.5347,0.5967,0.3793,0.3,0.2567,0.2075,0.1248,,,,,,,,,,,,,,,,,,,,,,,,
3,6,0.5385,0.2657,0.4438,0.4661,0.4895,0.528,0.5899,0.3815,0.3046,0.2698,0.2373,0.1897,0.111,,,,,,,,,,,,,,,,,,,,,,
3,7,0.5597,0.2516,0.4248,0.4451,0.4613,0.4827,0.5239,0.5849,0.3825,0.3069,0.276,0.2532,0.222,0.1749,0.1002,,,,,,,,,,,,,,,,,,,,
3,8,0.5773,0.2402,0.4095,0.4289,0.4419,0.4543,0.478,0.5214,0.5811,0.3828,0.3078,0.2792,0.2617,0.2401,0.2092,0.1623,0.0913,,,,,,,,,,,,,,,,,,
3,9,0.5922,0.2308,0.3968,0.4159,0.4273,0.4352,0.4488,0.475,0.5201,0.578,0.3827,0.3077,0.2806,0.2663,0.2507,0.2291,0.1978,0.1514,0.084,,,,,,,,,,,,,,,,
3,10,0.605,0.2228,0.3859,0.4051,0.4156,0.4211,0.4293,0.4448,0.4735,0.5196,0.5756,0.3823,0.3072,0.281,0.2688,0.2568,0.2414,0.2191,0.1875,0.1418,0.0777,,,,,,,,,,,,,,
3,11,0.6161,0.216,0.3765,0.3959,0.4061,0.4101,0.4153,0.4247,0.4423,0.473,0.5194,0.5735,0.3817,0.3064,0.2807,0.2699,0.2603,0.249,0.233,0.21,0.1782,0.1333,0.0724,,,,,,,,,,,,
3,12,0.6258,0.2101,0.3683,0.388,0.398,0.4012,0.4044,0.4103,0.4214,0.4409,0.4731,0.5196,0.5718,0.381,0.3054,0.2801,0.2702,0.2623,0.2537,0.242,0.2251,0.2015,0.1696,0.1258,0.0678,,,,,,,,,,
3,13,0.6345,0.2049,0.361,0.381,0.391,0.3936,0.3958,0.3995,0.4065,0.4191,0.4403,0.4737,0.5199,0.5702,0.3803,0.3043,0.2792,0.2699,0.2631,0.2566,0.2478,0.2353,0.2176,0.1935,0.1618,0.1191,0.0637,,,,,,,,
3,14,0.6422,0.2002,0.3544,0.3748,0.3849,0.3871,0.3886,0.3909,0.3954,0.4037,0.4178,0.4403,0.4747,0.5203,0.5689,0.3795,0.3031,0.2782,0.2693,0.2633,0.2581,0.2515,0.2422,0.2288,0.2104,0.186,0.1547,0.113,0.0601,,,,,,
4,1,0.2517,0.5489,0.2364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2,0.348,0.4236,0.6449,0.2701,0.1719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,3,0.4086,0.3664,0.5574,0.6107,0.2805,0.2125,0.142,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,0.4511,0.3322,0.5075,0.5391,0.591,0.2818,0.2251,0.189,0.1224,,,,,,,,,,,,,,,,,,,,,,,,,,
4,5,0.4835,0.3083,0.4766,0.4959,0.5248,0.577,0.2817,0.229,0.2048,0.1737,0.1083,,,,,,,,,,,,,,,,,,,,,,,,
4,6,0.5091,0.2909,0.4539,0.4686,0.4835,0.5133,0.567,0.2808,0.2292,0.2109,0.193,0.1615,0.0973,,,,,,,,,,,,,,,,,,,,,,
4,7,0.5301,0.2776,0.4365,0.4495,0.4577,0.4717,0.5052,0.5595,0.2795,0.2283,0.2125,0.2014,0.1839,0.1512,0.0885,,,,,,,,,,,,,,,,,,,,
4,8,0.5475,0.2669,0.4225,0.4348,0.4401,0.4461,0.4629,0.4997,0.5538,0.2781,0.2268,0.2123,0.2048,0.1944,0.176,0.142,0.0812,,,,,,,,,,,,,,,,,,
4,9,0.5624,0.2582,0.4109,0.423,0.4269,0.4289,0.4367,0.4565,0.4958,0.5492,0.2766,0.225,0.2113,0.2057,0.1994,0.1884,0.1687,0.1339,0.0751,,,,,,,,,,,,,,,,
4,10,0.5752,0.2509,0.4011,0.4133,0.4164,0.4163,0.4194,0.4294,0.452,0.4932,0.5455,0.2751,0.2232,0.2098,0.2053,0.2015,0.195,0.1828,0.1619,0.1265,0.0698,,,,,,,,,,,,,,
4,11,0.5864,0.2447,0.3926,0.405,0.4077,0.4064,0.407,0.4117,0.424,0.4489,0.4914,0.5425,0.2736,0.2214,0.2082,0.2043,0.2019,0.1982,0.1908,0.1774,0.1555,0.1199,0.0653,,,,,,,,,,,,
4,12,0.5963,0.2393,0.3852,0.3979,0.4004,0.3983,0.3974,0.3991,0.4056,0.42,0.447,0.4902,0.5399,0.2722,0.2197,0.2066,0.203,0.2015,0.1994,0.1951,0.1866,0.1721,0.1495,0.1139,0.0613,,,,,,,,,,
4,13,0.605,0.2347,0.3787,0.3916,0.394,0.3915,0.3897,0.3896,0.3927,0.4009,0.4171,0.4458,0.4894,0.5378,0.2708,0.218,0.2049,0.2015,0.2006,0.1996,0.1972,0.192,0.1825,0.1669,0.1438,0.1084,0.0578,,,,,,,,
4,14,0.6128,0.2305,0.3728,0.386,0.3884,0.3856,0.3833,0.3821,0.3831,0.3875,0.3973,0.4152,0.4452,0.4889,0.5359,0.2696,0.2164,0.2033,0.2,0.1994,0.1992,0.1981,0.195,0.1889,0.1783,0.162,0.1385,0.1034,0.0547,,,,,,
5,1,0.2383,0.5674,0.2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2,0.33,0.4445,0.6467,0.2244,0.149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,3,0.3878,0.3883,0.5642,0.6063,0.2291,0.1797,0.1246,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,4,0.4285,0.3554,0.5166,0.5389,0.5819,0.2278,0.1868,0.1625,0.1083,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5,0.4595,0.3324,0.4874,0.4984,0.5198,0.5651,0.2259,0.1879,0.173,0.1513,0.0965,,,,,,,,,,,,,,,,,,,,,,,,
5,6,0.4842,0.3158,0.4663,0.4728,0.4811,0.505,0.553,0.2239,0.1864,0.176,0.1652,0.1423,0.0873,,,,,,,,,,,,,,,,,,,,,,
5,7,0.5044,0.3031,0.4501,0.455,0.457,0.4659,0.4944,0.544,0.2219,0.1844,0.1758,0.1702,0.1592,0.1344,0.0797,,,,,,,,,,,,,,,,,,,,
5,8,0.5212,0.293,0.437,0.4413,0.4405,0.442,0.4544,0.4868,0.5371,0.2199,0.1822,0.1745,0.1715,0.1661,0.1538,0.1272,0.0734,,,,,,,,,,,,,,,,,,
5,9,0.5356,0.2848,0.4263,0.4304,0.4281,0.426,0.4301,0.4458,0.4814,0.5317,0.2181,0.1801,0.1727,0.171,0.1688,0.1625,0.1488,0.1207,0.0681,,,,,,,,,,,,,,,,
5,10,0.5481,0.2781,0.4171,0.4214,0.4183,0.4141,0.414,0.4207,0.4394,0.4775,0.5273,0.2163,0.178,0.1708,0.1698,0.1692,0.1665,0.159,0.1439,0.1147,0.0635,,,,,,,,,,,,,,
5,11,0.5589,0.2723,0.4093,0.4137,0.4101,0.4049,0.4024,0.4042,0.4134,0.4348,0.4746,0.5237,0.2147,0.1761,0.169,0.1682,0.1687,0.1679,0.1642,0.1554,0.1391,0.1093,0.0595,,,,,,,,,,,,
5,12,0.5685,0.2674,0.4024,0.4071,0.4032,0.3973,0.3934,0.3926,0.3965,0.4079,0.4316,0.4726,0.5207,0.2132,0.1743,0.1672,0.1666,0.1676,0.168,0.1666,0.1618,0.1518,0.1345,0.1042,0.056,,,,,,,,,,
5,13,0.577,0.2632,0.3964,0.4013,0.3973,0.3908,0.3862,0.3838,0.3846,0.3903,0.4037,0.4293,0.4711,0.5182,0.2118,0.1727,0.1655,0.165,0.1662,0.1674,0.1673,0.1651,0.1592,0.1482,0.13,0.0995,0.0529,,,,,,,,
5,14,0.5846,0.2595,0.391,0.3961,0.392,0.3853,0.3801,0.3767,0.3757,0.378,0.3855,0.4006,0.4278,0.4701,0.5161,0.2105,0.1711,0.1639,0.1633,0.1648,0.1663,0.1672,0.1665,0.1633,0.1565,0.1445,0.1257,0.0952,0.0501,,,,,,
6,1,0.2278,0.5832,0.1788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2,0.3156,0.4631,0.6492,0.1936,0.1327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,3,0.3706,0.4083,0.571,0.6034,0.1951,0.1572,0.1118,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,4,0.4095,0.3766,0.5254,0.5394,0.5756,0.1925,0.1613,0.144,0.0979,,,,,,,,,,,,,,,,,,,,,,,,,,
6,5,0.4392,0.3543,0.4976,0.501,0.5165,0.5568,0.1898,0.1609,0.1514,0.1353,0.0877,,,,,,,,,,,,,,,,,,,,,,,,
6,6,0.4628,0.3383,0.4778,0.4766,0.4796,0.4993,0.5432,0.1874,0.1588,0.1528,0.146,0.1283,0.0796,,,,,,,,,,,,,,,,,,,,,,
6,7,0.4822,0.3261,0.4625,0.4597,0.4567,0.462,0.4869,0.5332,0.1851,0.1563,0.1519,0.1492,0.1419,0.1219,0.073,,,,,,,,,,,,,,,,,,,,
6,8,0.4984,0.3165,0.4501,0.4469,0.441,0.4392,0.4485,0.478,0.5255,0.1831,0.154,0.1501,0.1495,0.1468,0.1381,0.1161,0.0674,,,,,,,,,,,,,,,,,,
6,9,0.5122,0.3087,0.4399,0.4366,0.4292,0.4239,0.4254,0.4384,0.4714,0.5195,0.1812,0.1518,0.1481,0.1485,0.1483,0.1446,0.1343,0.1107,0.0626,,,,,,,,,,,,,,,,
6,10,0.5241,0.3023,0.4313,0.4281,0.4198,0.4126,0.41,0.4145,0.4308,0.4666,0.5147,0.1795,0.1498,0.1462,0.147,0.1481,0.1472,0.1422,0.1305,0.1056,0.0585,,,,,,,,,,,,,,
6,11,0.5345,0.2969,0.4239,0.4208,0.412,0.4037,0.3989,0.3989,0.4061,0.4251,0.463,0.5107,0.1779,0.148,0.1443,0.1454,0.1472,0.1478,0.146,0.1398,0.1268,0.1009,0.0549,,,,,,,,,,,,
6,12,0.5437,0.2923,0.4174,0.4146,0.4055,0.3964,0.3903,0.3878,0.39,0.3995,0.4209,0.4604,0.5075,0.1765,0.1463,0.1426,0.1437,0.1459,0.1474,0.1474,0.1445,0.1371,0.123,0.0965,0.0517,,,,,,,,,,
6,13,0.5519,0.2883,0.4116,0.4091,0.3998,0.3902,0.3833,0.3793,0.3787,0.3829,0.3944,0.4179,0.4585,0.5048,0.1752,0.1448,0.141,0.1421,0.1444,0.1465,0.1475,0.1467,0.1428,0.1344,0.1194,0.0924,0.0489,,,,,,,,
6,14,0.5592,0.2848,0.4065,0.4042,0.3948,0.3849,0.3775,0.3725,0.3702,0.3713,0.3772,0.3905,0.4157,0.4571,0.5024,0.174,0.1434,0.1395,0.1406,0.143,0.1454,0.147,0.1474,0.1457,0.141,0.1315,0.1158,0.0886,0.0464,,,,,,